"LongTable-checkbox","lineage1","lineage2","lineage3","depmapId","displayName"
"true","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001201","SUMB002"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma with t(9;22)(q34.1;q11.2);BCR-ABL1","ACH-000059","SUPB15"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-002308","SUPB8"
"true","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-001203","SUPHD1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Anaplastic Large-Cell Lymphoma ALK Positive","ACH-000226","SUPM2"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","T-Lymphoblastic Leukemia/Lymphoma","ACH-000953","SUPT1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Adult T-Cell Leukemia/Lymphoma","ACH-000122","SUPT11"
"true","Testis","Non-Seminomatous Germ Cell Tumor","Teratoma","ACH-001668","SUSA"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000437","SW1088"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000489","SW1116"
"true","Lung","Lung Neuroendocrine Tumor","Small Cell Lung Cancer","ACH-000890","SW1271"
"true","Adrenal Gland","Adrenocortical Carcinoma","Adrenocortical Carcinoma","ACH-001401","SW13"
"true","Bone","Chondrosarcoma","Chondrosarcoma","ACH-000418","SW1353"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000236","SW1417"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000470","SW1463"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001398","SW156"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-000677","SW1573"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000566","SW1710"
"true","CNS/Brain","Diffuse Glioma","Anaplastic Astrocytoma","ACH-000883","SW1783"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000155","SW1990"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000820","SW403"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000958","SW48"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000842","SW480"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001825","SW527"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-000163","SW579"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000651","SW620"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-001399","SW626"
"true","Soft Tissue","Fibrosarcoma","Fibrosarcoma","ACH-002309","SW684"
"true","Cervix","Cervical Squamous Cell Carcinoma","Cervical Squamous Cell Carcinoma","ACH-001402","SW756"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000384","SW780"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-000421","SW837"
"true","Soft Tissue","Liposarcoma","Liposarcoma","ACH-002310","SW872"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-000669","SW900"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000680","SW948"
"true","Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","Squamous Cell Carcinoma of the Vulva/Vagina","ACH-001400","SW954"
"true","Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","Mucosal Melanoma of the Vulva/Vagina","ACH-002200","SW962"
"true","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001274","SW982"
"true","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001275","SYO1"
"true","Fibroblast","Non-Cancerous","Fibroblast, Bone","ACH-000529","T173"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000018","T24"
"true","Lung","Non-Small Cell Lung Cancer","Large Cell Lung Carcinoma","ACH-000813","T3M10"
"true","Uterus","Gestational Trophoblastic Disease","Choriocarcinoma","ACH-002021","T3M3"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000085","T3M4"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-002042","T3M5"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000147","T47D"
"true","Bowel","Colorectal Adenocarcinoma","Colon Adenocarcinoma","ACH-000381","T84"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000571","T98G"
"true","Lymphoid","Non-Hodgkin Lymphoma","Adult T-Cell Leukemia/Lymphoma","ACH-000197","TALL1"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001669","TANOUE"
"true","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001670","TASK1"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001283","TC106"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001430","TC138"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001431","TC205"
"true","CNS/Brain","Embryonal Tumor","Primitive Neuroectodermal Tumor","ACH-001205","TC32"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-000424","TC71"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000502","TCCPAN2"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000720","TCCSUP"
"true","Cervix","Small Cell Carcinoma of the Cervix","Small Cell Carcinoma of the Cervix","ACH-002201","TCYIK"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000561","TDOTT"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000647","TE1"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000318","TE10"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000488","TE11"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-002311","TE12"
"true","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","ACH-000079","TE125T"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000726","TE14"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000353","TE15"
"true","Fibroblast","Non-Cancerous","Fibroblast, Soft Tissue","ACH-000175","TE159T"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000917","TE4"
"true","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","ACH-000772","TE441T"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000408","TE5"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000605","TE6"
"true","Soft Tissue","Rhabdomyosarcoma","Rhabdomyosarcoma","ACH-000051","TE617T"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000452","TE8"
"true","Esophagus/Stomach","Esophageal Squamous Cell Carcinoma","Esophageal Squamous Cell Carcinoma","ACH-000694","TE9"
"true","Uterus","Endometrial Carcinoma","Uterine Clear Cell Carcinoma","ACH-000397","TEN"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000387","TF1"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Extrahepatic Cholangiocarcinoma","ACH-001673","TFK1"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-000949","TGBC11TKB"
"true","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-002023","TGBC18TKB"
"true","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Cancer","ACH-001861","TGBC1TKB"
"true","Biliary Tract","Intracholecystic Papillary Neoplasm","Gallbladder Adenocarcinoma, NOS","ACH-002312","TGBC24TKB"
"true","Ampulla of Vater","Ampullary Carcinoma","Ampullary Carcinoma","ACH-001862","TGBC52TKB"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-001674","TGW"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000146","THP1"
"true","Fibroblast","Non-Cancerous","Fibroblast, Lung","ACH-001207","TIG3TD"
"true","Lymphoid","Non-Hodgkin Lymphoma","Mature B-Cell Neoplasms","ACH-002313","TK"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001208","TK10"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001863","TKKK"
"true","Lymphoid","Non-Hodgkin Lymphoma","Burkitt Lymphoma","ACH-002055","TL1"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000592","TM31"
"true","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ACH-000172","TM87"
"true","Esophagus/Stomach","Esophagogastric Adenocarcinoma","Stomach Adenocarcinoma","ACH-002202","TMK1"
"true","Peripheral Nervous System","Neuroblastoma","Neuroblastoma","ACH-002080","TN2"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001403","TO14"
"true","Fibroblast","Non-Cancerous","Fibroblast, Lymphocyte","ACH-000125","TO175T"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000285","TOLEDO"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Endometrioid Ovarian Cancer","ACH-000048","TOV112D"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Clear Cell Ovarian Cancer","ACH-000885","TOV21G"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001675","TR146"
"true","Thyroid","Medullary Thyroid Cancer","Medullary Thyroid Cancer","ACH-001321","TT"
"true","Bowel","Colorectal Adenocarcinoma","Rectal Adenocarcinoma","ACH-002025","TT1TKB"
"true","Thyroid","Well-Differentiated Thyroid Cancer","Follicular Thyroid Cancer","ACH-000716","TT2609C02"
"true","Kidney","Rhabdoid Cancer","Rhabdoid Cancer","ACH-001210","TTC1240"
"true","Soft Tissue","Rhabdomyosarcoma","Embryonal Rhabdomyosarcoma","ACH-001750","TTC442"
"true","Bone","Ewing Sarcoma","Ewing Sarcoma","ACH-001206","TTC466"
"true","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ACH-001211","TTC549"
"true","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ACH-001212","TTC642"
"true","CNS/Brain","Embryonal Tumor","Atypical Teratoid/Rhabdoid Tumor","ACH-000597","TTC709"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000459","TUHR10TKB"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000317","TUHR14TKB"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000495","TUHR4TKB"
"true","Myeloid","Acute Myeloid Leukemia","Acute Monoblastic/Monocytic Leukemia","ACH-002314","TUR"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","High-Grade Serous Ovarian Cancer","ACH-000430","TYKNU"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000040","U118MG"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-001214","U138MG"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000208","U178"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-000232","U251MG"
"true","CNS/Brain","Diffuse Glioma","Astrocytoma","ACH-001172","U251MGDM"
"true","Lymphoid","Non-Hodgkin Lymphoma","Plasma Cell Myeloma","ACH-000626","U266B1"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001677","U2904"
"true","Bone","Osteosarcoma","Osteosarcoma","ACH-000364","U2OS"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000036","U343"
"true","Lymphoid","B-Lymphoblastic Leukemia/Lymphoma","B-Lymphoblastic Leukemia/Lymphoma","ACH-001680","U698M"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000075","U87MG"
"true","Myeloid","Acute Myeloid Leukemia","Acute Myeloid Leukemia","ACH-000406","U937"
"true","Skin","Melanoma","Melanoma","ACH-000579","UACC257"
"true","Skin","Melanoma","Melanoma","ACH-000425","UACC62"
"true","Skin","Melanoma","Melanoma","ACH-002004","UACC62SKINCJ1"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000568","UACC812"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000554","UACC893"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000741","UBLC1"
"true","Bone","Chordoma","Chordoma","ACH-002204","UCH2"
"true","Lymphoid","Hodgkin Lymphoma","Hodgkin Lymphoma","ACH-001685","UHO1"
"true","Lung","Lung Neuroendocrine Tumor","Lung Carcinoid","ACH-001417","UMC11"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001224","UMRC2"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-001687","UMRC3"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001225","UMRC6NEO"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-001688","UMRC7"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000834","UMUC1"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001412","UMUC10"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001413","UMUC11"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001407","UMUC13"
"true","Bladder/Urinary Tract","Urethral Cancer","Urethral Urothelial Carcinoma","ACH-001408","UMUC14"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001409","UMUC16"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000522","UMUC3"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001410","UMUC4"
"true","Bladder/Urinary Tract","Bladder Squamous Cell Carcinoma","Bladder Squamous Cell Carcinoma","ACH-001411","UMUC5"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001414","UMUC6"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001415","UMUC7"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-001416","UMUC9"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000428","UO31"
"true","Kidney","Renal Cell Carcinoma","Renal Clear Cell Carcinoma","ACH-000262","UOK101"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001690","UPCISCC026"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001692","UPCISCC040"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001694","UPCISCC074"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001227","UPCISCC090"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001696","UPCISCC111"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001698","UPCISCC116"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001699","UPCISCC131"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001228","UPCISCC152"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001229","UPCISCC154"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-001701","UPCISCC200"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002926","UPMD1"
"true","Myeloid","Acute Myeloid Leukemia","Acute Megakaryoblastic Leukemia","ACH-001230","UT7"
"true","CNS/Brain","Embryonal Tumor","Medulloblastoma","ACH-001232","UW228"
"true","Ovary/Fallopian Tube","Ovarian Epithelial Tumor","Serous Ovarian Cancer","ACH-001418","UWB1289"
"true","Soft Tissue","Epithelioid Sarcoma","Epithelioid Sarcoma","ACH-001702","VAESBJ"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001703","VAL"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-000115","VCAP"
"true","Bladder/Urinary Tract","Bladder Urothelial Carcinoma","Bladder Urothelial Carcinoma","ACH-000545","VMCUB1"
"true","Lung","Non-Small Cell Lung Cancer","Lung Adenocarcinoma","ACH-001233","VMRCLCD"
"true","Lung","Non-Small Cell Lung Cancer","Lung Squamous Cell Carcinoma","ACH-001234","VMRCLCP"
"true","Skin","Melanoma","Melanoma","ACH-001704","VMRCMELG"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000484","VMRCRCW"
"true","Kidney","Renal Cell Carcinoma","Renal Cell Carcinoma","ACH-000171","VMRCRCZ"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001419","VP229"
"true","Lymphoid","Non-Hodgkin Lymphoma","Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma","ACH-001707","WAOSEL"
"true","Eye","Retinoblastoma","Retinoblastoma","ACH-001421","WERIRB1"
"true","Myeloid","Non-Cancerous","Spherocytosis","ACH-002316","WIL2NS"
"true","Skin","Melanoma","Melanoma","ACH-000304","WM115"
"true","Skin","Melanoma","Cutaneous Melanoma","ACH-002205","WM1552C"
"true","Skin","Melanoma","Melanoma","ACH-000661","WM1799"
"true","Skin","Melanoma","Melanoma","ACH-001239","WM2664"
"true","Skin","Melanoma","Melanoma","ACH-002206","WM278"
"true","Skin","Melanoma","Acral Melanoma","ACH-002508","WM3211"
"true","Skin","Melanoma","Melanoma","ACH-002207","WM35"
"true","Eye","Ocular Melanoma","Uveal Melanoma","ACH-002687","WM3772F"
"true","Skin","Melanoma","Acral Melanoma","ACH-002509","WM4235"
"true","Skin","Melanoma","Melanoma","ACH-000827","WM793"
"true","Skin","Melanoma","Melanoma","ACH-000899","WM88"
"true","Skin","Melanoma","Melanoma","ACH-000765","WM983B"
"true","Prostate","Prostate Adenocarcinoma","Prostate Adenocarcinoma","ACH-001422","WPE1NA22"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-000534","WSUDLCL2"
"true","Lymphoid","Non-Hodgkin Lymphoma","Diffuse Large B-Cell Lymphoma, NOS","ACH-001709","WSUNHL"
"true","Eye","Retinoblastoma","Retinoblastoma","ACH-001295","Y79"
"true","Soft Tissue","Synovial Sarcoma","Synovial Sarcoma","ACH-001277","YAMATO"
"true","Pancreas","Pancreatic Adenocarcinoma","Pancreatic Adenocarcinoma","ACH-000332","YAPC"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000723","YD10B"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000836","YD15"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Head and Neck Squamous Cell Carcinoma","ACH-000762","YD38"
"true","Head and Neck","Head and Neck Squamous Cell Carcinoma","Oral Cavity Squamous Cell Carcinoma","ACH-000630","YD8"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000469","YH13"
"true","CNS/Brain","Diffuse Glioma","Glioblastoma","ACH-000570","YKG1"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-001249","YMB1"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-002208","YMB1E"
"true","Biliary Tract","Intraductal Papillary Neoplasm of the Bile Duct","Intrahepatic Cholangiocarcinoma","ACH-001864","YSCCC"
"true","Lymphoid","T-Lymphoblastic Leukemia/Lymphoma","Natural Killer (NK) Cell Lymphoblastic Leukemia/Lymphoma (NKCLL)","ACH-002317","YT"
"true","Skin","Melanoma","Melanoma","ACH-002847","YUHOIN0650"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Ductal Carcinoma","ACH-000097","ZR751"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Lobular Carcinoma","ACH-000828","ZR7530"
"true","Breast","Invasive Breast Carcinoma","Breast Invasive Carcinoma, NOS","ACH-002331","ZR75B"
